,game,category,game+category,time,released_year,age,nb_of_runs,main_platform,main_genre,engine,developer,publisher,TAS_time,emulator,time_difference,%_of_difference,Unpopular,Somehow_Popular,Popular,Very_Popular,Young,Somehow_Old,Old,Very_Old,Short,Somehow_Long,Long,Very_Long
251,Pulseman,Any%,Pulseman - Any%,1894.0,1994,27,2,Wii Virtual Console,,,,,1516.02,,377.98,19.9567053854277,1,0,0,0,1,0,0,0,0,0,1,0
252,The Legend of Zelda: Oracle of Ages,Any%,The Legend of Zelda: Oracle of Ages - Any%,4948.0,2001,20,38,Game Boy Color,Action-adventure,,Capcom,Nintendo,4844.32,BizHawk,103.68000000000028,2.09539207760712,0,0,0,1,0,0,0,1,0,0,0,1
253,Postman Pat and the Greendale Rocket,100%,Postman Pat and the Greendale Rocket - 100%,1833.0,2007,14,0,Game Boy Advance,,,,,1710.1,,122.90000000000008,6.70485542825969,1,0,0,0,1,0,0,0,0,0,1,0
254,Kaizo Mario Bros. 3,Any%,Kaizo Mario Bros. 3 - Any%,1192.0,2015,6,5,Nintendo Entertainment System,,,,,882.71,FCEUX,309.29,25.9471476510067,0,1,0,0,1,0,0,0,0,1,0,0
255,Mega Man 6,Any%,Mega Man 6 - Any%,2048.0,1993,28,8,Nintendo Entertainment System,,,,,1809.7,FCEUX,238.29999999999995,11.6357421875,0,0,1,0,1,0,0,0,0,0,1,0
256,The Mask,Any%,The Mask - Any%,447.0,1995,26,7,Super Nintendo,Platformer,,Black Pearl Software,Black Pearl Software,326.55,lsnes,120.45,26.9463087248322,0,1,0,0,1,0,0,0,1,0,0,0
257,Warsong,Any%,Warsong - Any%,8653.0,1991,30,1,Sega Genesis,Strategy,,NCS,Treco,7448.31,,1204.6899999999996,13.9222235062984,1,0,0,0,1,0,0,0,0,0,0,1
258,Commander Keen: Keen Dreams,Any%,Commander Keen: Keen Dreams - Any%,258.35,1991,30,3,MS-DOS,,,,,255.13,,3.2200000000000277,1.24637120185796,1,0,0,0,1,0,0,0,1,0,0,0
259,Monster House,Any%,Monster House - Any%,3744.0,2006,15,5,GameCube,Third-Person Shooter,,Artificial Mind and Movement,THQ,352.32,,3391.68,90.5897435897436,0,1,0,0,1,0,0,0,0,0,0,1
260,G.I. Joe: The Atlantis Factor,Any%,G.I. Joe: The Atlantis Factor - Any%,533.0,1992,29,10,Nintendo Entertainment System,,,,,435.28,,97.72000000000004,18.3339587242026,0,0,1,0,1,0,0,0,1,0,0,0
261,Dr. Jekyll and Mr. Hyde,Any%,Dr. Jekyll and Mr. Hyde - Any%,1191.0,1988,33,5,Nintendo Entertainment System,Action,,Advance Communication Co.,Toho,1011.25,,179.75,15.0923593618808,0,1,0,0,1,0,0,0,0,1,0,0
262,Mickey Mousecapade,Any%,Mickey Mousecapade - Any%,446.0,1988,33,26,Nintendo Entertainment System,,,,,436.58,,9.420000000000016,2.11210762331839,0,0,0,1,0,1,0,0,1,0,0,0
263,Xexyz,Any%,Xexyz - Any%,1598.0,1990,31,4,Nintendo Entertainment System,Platformer,,Atlus,Hudson Soft,1423.62,,174.3800000000001,10.9123904881101,0,1,0,0,1,0,0,0,0,0,1,0
264,StarTropics,Any%,StarTropics - Any%,3814.96,1990,31,55,Nintendo Entertainment System,Action-adventure,,Nintendo,Nintendo,3692.37,,122.59000000000016,3.21340197538113,0,0,0,1,0,0,0,1,0,0,0,1
265,Mario vs. Donkey Kong,Any%,Mario vs. Donkey Kong - Any%,2557.0,2004,17,23,Game Boy Advance,,,,,2243.32,BizHawk,313.67999999999984,12.2675009777082,0,0,0,1,0,1,0,0,0,0,0,1
266,The Guardian Legend,Any%,The Guardian Legend - Any%,2997.0,1988,33,11,Nintendo Entertainment System,,,,,2558.15,,438.8499999999999,14.642976309643,0,0,1,0,1,0,0,0,0,0,0,1
267,Cheese Cat-Astrophe Starring Speedy Gonzales,Any%,Cheese Cat-Astrophe Starring Speedy Gonzales - Any%,844.0,1995,26,1,Sega Genesis,,,,,787.26,,56.74000000000001,6.72274881516588,1,0,0,0,1,0,0,0,0,1,0,0
268,Garfield and His Nine Lives,Any%,Garfield and His Nine Lives - Any%,641.967,2006,15,5,Game Boy Advance,Platformer,,Lucky Jump Games,The Game Factory,607.79,,34.17700000000002,5.32379390217878,0,1,0,0,1,0,0,0,1,0,0,0
269,Mega Man 9,Any%,Mega Man 9 - Any%,1889.0,2008,13,36,PlayStation 3,,,,,1820.98,Dolphin,68.01999999999998,3.60084700899947,0,0,0,1,0,0,0,1,0,0,1,0
270,Johnny Test,Any%,Johnny Test - Any%,1929.0,2011,10,4,Nintendo DS,Platformer,,,,1195.68,,733.32,38.0155520995334,0,1,0,0,1,0,0,0,0,0,1,0
271,Dementium: The Ward,Any%,Dementium: The Ward - Any%,3312.0,2007,14,1,Nintendo DS,,,,,2216.56,,1095.44,33.0748792270531,1,0,0,0,1,0,0,0,0,0,0,1
272,Super Star Wars: Return of the Jedi,Any%,Super Star Wars: Return of the Jedi - Any%,1739.0,1994,27,5,Super Nintendo,,,,,1397.12,lsnes,341.8800000000001,19.6595744680851,0,1,0,0,1,0,0,0,0,0,1,0
273,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!!,Any%,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!! - Any%,3314.0,2012,9,2,Nintendo DS,Action,EngineBlack,WayForward Technologies,D3 Publisher,2924.36,DeSmuME,389.6399999999999,11.7573928786964,1,0,0,0,1,0,0,0,0,0,0,1
274,Daffy Duck: The Marvin Missions,Any%,Daffy Duck: The Marvin Missions - Any%,911.0,1993,28,2,Super Nintendo,,,,,89.44,BizHawk,821.56,90.1822173435785,1,0,0,0,1,0,0,0,0,1,0,0
275,Super Monkey Ball Jr.,Master,Super Monkey Ball Jr. - Master,128.0,2002,19,1,Game Boy Advance,,,,,109.31,,18.69,14.6015625,1,0,0,0,1,0,0,0,1,0,0,0
276,Kabuki Quantum Fighter,Any%,Kabuki Quantum Fighter - Any%,589.0,1990,31,41,Nintendo Entertainment System,,,,,554.19,FCEUX,34.809999999999945,5.91001697792868,0,0,0,1,0,0,0,1,1,0,0,0
277,Danan: The Jungle Fighter,Any%,Danan: The Jungle Fighter - Any%,494.0,1990,31,2,Sega Master System,,,,,438.15,,55.85000000000002,11.3056680161943,1,0,0,0,1,0,0,0,1,0,0,0
278,Mortal Kombat Mythologies: Sub-Zero,Any%,Mortal Kombat Mythologies: Sub-Zero - Any%,1946.0,1997,24,8,Nintendo 64,Action-adventure,,Midway Games,Midway Games,1557.93,,388.07,19.9419321685509,0,0,1,0,1,0,0,0,0,0,1,0
279,Zapper: One Wicked Cricket!,Any%,Zapper: One Wicked Cricket! - Any%,1039.63,2002,19,7,GameCube,Platform,,Blitz Games,Infogrames,1007.77,,31.860000000000127,3.06455181170225,0,1,0,0,1,0,0,0,0,1,0,0
280,Splatterhouse: Wanpaku Graffiti,Any%,Splatterhouse: Wanpaku Graffiti - Any%,1033.0,1989,32,37,Nintendo Entertainment System,,,,,1016.97,,16.029999999999973,1.55179090029041,0,0,0,1,0,0,0,1,0,1,0,0
281,Ninja Golf,Any%,Ninja Golf - Any%,775.0,1990,31,3,Atari 7800,,,,,689.67,,85.33000000000004,11.0103225806452,1,0,0,0,1,0,0,0,0,1,0,0
282,Super Pitfall,Any%,Super Pitfall - Any%,299.0,1987,34,38,Nintendo Entertainment System,,,,,282.04,FCEUX,16.95999999999998,5.67224080267558,0,0,0,1,0,0,0,1,1,0,0,0
283,Castle of Dragon,Any%,Castle of Dragon - Any%,461.0,1990,31,5,Nintendo Entertainment System,,,,,388.44,,72.56,15.7396963123644,0,1,0,0,1,0,0,0,1,0,0,0
284,Frankenstein: The Monster Returns,Any%,Frankenstein: The Monster Returns - Any%,651.0,1990,31,6,Nintendo Entertainment System,,,,,579.48,,71.51999999999998,10.9861751152074,0,1,0,0,1,0,0,0,1,0,0,0
285,Club Penguin: Elite Penguin Force: Herbert's Revenge,Any%,Club Penguin: Elite Penguin Force: Herbert's Revenge - Any%,2061.0,2010,11,10,Nintendo DS,Adventure,,1st Playable Productions,Disney Interactive Studios,1660.1,,400.9000000000001,19.4517224648229,0,0,1,0,1,0,0,0,0,0,1,0
286,The Adventures of Rad Gravity,Any%,The Adventures of Rad Gravity - Any%,1279.0,1990,31,2,Nintendo Entertainment System,,,,,1005.69,,273.30999999999995,21.3690383111806,1,0,0,0,1,0,0,0,0,0,1,0
287,Jackie Chan's Action Kung Fu,Any%,Jackie Chan's Action Kung Fu - Any%,1015.0,1990,31,21,Nintendo Entertainment System,,,,,992.75,FCEUX,22.25,2.19211822660099,0,0,0,1,1,0,0,0,0,1,0,0
288,Atlantis no Nazo,Any%,Atlantis no Nazo - Any%,147.41,1986,35,11,Nintendo Entertainment System,,,,,140.12,,7.289999999999992,4.94539040770639,0,0,1,0,1,0,0,0,1,0,0,0
289,Donkey Kong 5: The Journey of Over Time and Space,Any%,Donkey Kong 5: The Journey of Over Time and Space - Any%,301.78,2012,9,9,Game Boy Color,Bootleg,,Sintax,,288.54,,13.239999999999952,4.38730200808535,0,0,1,0,1,0,0,0,1,0,0,0
290,The Legend of Spyro: The Eternal Night,Any%,The Legend of Spyro: The Eternal Night - Any%,6814.0,2007,14,2,Wii U,,,,,1557.76,,5256.24,77.1388318168477,1,0,0,0,1,0,0,0,0,0,0,1
291,Orb-3D,Any%,Orb-3D - Any%,1909.0,1990,31,3,Nintendo Entertainment System,Action-Puzzle,,The Software Toolworks,Hi-Tech Expressions,1270.86,,638.14,33.4279727606077,1,0,0,0,1,0,0,0,0,0,1,0
292,Super Mario RPG: Legend of the Seven Stars,Any%,Super Mario RPG: Legend of the Seven Stars - Any%,9973.0,1996,25,101,Super Nintendo,,,,,8823.47,,1149.5300000000009,11.5264213376116,0,0,0,1,0,0,0,1,0,0,0,1
293,Phantasy Star III: Generations of Doom,Any%,Phantasy Star III: Generations of Doom - Any%,7122.0,1990,31,8,Wii Virtual Console,Role-playing Game,,,,5875.98,,1246.0200000000004,17.4953664700927,0,0,1,0,1,0,0,0,0,0,0,1
294,Doug's Big Game,Any%,Doug's Big Game - Any%,236.0,2000,21,3,Game Boy Color,,,,,219.91,,16.090000000000003,6.81779661016949,1,0,0,0,1,0,0,0,1,0,0,0
295,The Simpsons: Bart vs. the Space Mutants,Any%,The Simpsons: Bart vs. the Space Mutants - Any%,940.0,1991,30,11,Nintendo Entertainment System,,,,,778.9,,161.10000000000002,17.1382978723404,0,0,1,0,1,0,0,0,0,1,0,0
296,Pocky & Rocky,Any%,Pocky & Rocky - Any%,1178.0,1992,29,7,Super Nintendo,,,,,1120.17,BizHawk,57.82999999999993,4.90916808149405,0,1,0,0,1,0,0,0,0,1,0,0
297,Uchuu no Kishi Tekkaman Blade,Any%,Uchuu no Kishi Tekkaman Blade - Any%,514.0,1993,28,1,Game Boy,,,,,496.05,,17.94999999999999,3.49221789883268,1,0,0,0,1,0,0,0,1,0,0,0
298,Sonic Adventure 2: Battle,Hero Story,Sonic Adventure 2: Battle - Hero Story,1872.13,2001,20,666,GameCube,3D Platformer,Adventure Engine,Sonic Team,SEGA,1632.38,Dolphin,239.75,12.8062687954362,0,0,0,1,0,0,0,1,0,0,1,0
299,Ironsword: Wizards & Warriors II,Any%,Ironsword: Wizards & Warriors II - Any%,508.0,1988,33,21,Nintendo Entertainment System,,,,,434.32,,73.68,14.503937007874,0,0,0,1,1,0,0,0,1,0,0,0
300,MDK,Any%,MDK - Any%,2031.0,1997,24,9,PlayStation,,,,,1867.28,,163.72000000000003,8.06105366814377,0,0,1,0,1,0,0,0,0,0,1,0
301,Shining in the Darkness,Any%,Shining in the Darkness - Any%,9202.0,1991,30,3,Sega Genesis,,,,,2607.2,,6594.8,71.6670289067594,1,0,0,0,1,0,0,0,0,0,0,1
302,The Karate Kid,Any%,The Karate Kid - Any%,238.658,1987,34,53,Nintendo Entertainment System,Action,,Atlus,LJN,189.12,,49.53799999999998,20.7568989935389,0,0,0,1,0,0,0,1,1,0,0,0
303,Mercs,Any%,Mercs - Any%,597.0,1990,31,5,Arcade,,,,,592.9,,4.100000000000023,0.686767169179233,0,1,0,0,1,0,0,0,1,0,0,0
304,Catwoman,Any%,Catwoman - Any%,4285.0,2004,17,3,GameCube,Action,,EA Games,,1486.23,,2798.77,65.3155192532089,1,0,0,0,1,0,0,0,0,0,0,1
305,Super Mario World 2: Yoshi's Island,100%,Super Mario World 2: Yoshi's Island - 100%,8482.0,1995,26,56,Super Nintendo,Platformer,,,Nintendo,7175.12,snes9x,1306.88,15.4076868663051,0,0,0,1,0,0,0,1,0,0,0,1
306,Avatar: The Last Airbender,Any%,Avatar: The Last Airbender - Any%,7843.0,2006,15,2,GameCube,Action-adventure,,THQ Studio Australia,THQ,3338.04,,4504.96,57.4392451867908,1,0,0,0,1,0,0,0,0,0,0,1
307,Wario Land: Super Mario Land 3,Any%,Wario Land: Super Mario Land 3 - Any%,1372.0,1994,27,27,Game Boy Color,Platformer,,,Nintendo,1183.51,BizHawk,188.49,13.7383381924198,0,0,0,1,0,1,0,0,0,0,1,0
308,Mr. Nutz,Any%,Mr. Nutz - Any%,1765.0,1994,27,1,Super Nintendo,,,,,1753.85,,11.150000000000093,0.631728045325784,1,0,0,0,1,0,0,0,0,0,1,0
309,Mr. Nutz,100%,Mr. Nutz - 100%,2561.0,1994,27,1,Super Nintendo,,,,,2511.6,,49.40000000000009,1.92893401015229,1,0,0,0,1,0,0,0,0,0,0,1
310,Madagascar,Any%,Madagascar - Any%,2016.0,2005,16,52,GameCube,Platformer,Renderware,Toys for Bob (Consoles),Activision,1692.3,,323.70000000000005,16.0565476190476,0,0,0,1,0,0,0,1,0,0,1,0
311,Super Star Wars,Any%,Super Star Wars - Any%,1470.0,1992,29,14,Super Nintendo,,,,,1116.01,BizHawk,353.99,24.0809523809524,0,0,1,0,1,0,0,0,0,0,1,0
312,Spyro: Attack of the Rhynocs,Any%,Spyro: Attack of the Rhynocs - Any%,1226.0,2003,18,7,Game Boy Advance,,,Digital Eclipse,Vivendi Universal Games,999.87,,226.13,18.4445350734095,0,1,0,0,1,0,0,0,0,1,0,0
313,Zero Tolerance,Any%,Zero Tolerance - Any%,1326.0,1994,27,1,Sega Genesis,,,,,1192.65,,133.3499999999999,10.0565610859728,1,0,0,0,1,0,0,0,0,0,1,0
314,David Crane's A Boy and His Blob: Trouble on Blobolonia,Any%,David Crane's A Boy and His Blob: Trouble on Blobolonia - Any%,96.429,1989,32,37,Nintendo Entertainment System,,,,,79.14,,17.289,17.9292536477616,0,0,0,1,0,0,0,1,1,0,0,0
315,Mystical Ninja Starring Goemon,Any%,Mystical Ninja Starring Goemon - Any%,4325.0,1997,24,41,Nintendo 64,,,,,3809.47,Mupen64,515.5300000000002,11.9197687861272,0,0,0,1,0,0,0,1,0,0,0,1
316,Crash Bandicoot,Any%,Crash Bandicoot - Any%,2392.0,1996,25,174,PlayStation 2,,,Naughty Dog,,2179.85,PSXjin,212.1500000000001,8.86914715719064,0,0,0,1,0,0,0,1,0,0,0,1
317,Anubis II,Any%,Anubis II - Any%,1179.0,2005,16,1,PlayStation 2,,,,,137.48,,1041.52,88.3392705682782,1,0,0,0,1,0,0,0,0,1,0,0
318,Oddworld: Munch's Oddysee,Any%,Oddworld: Munch's Oddysee - Any%,2710.0,2001,20,2,Game Boy Advance,Platformer,ALIVE 2.0,Oddworld Inhabitants,Oddworld Inhabitants,699.58,,1318.838,65.3401822615534,1,0,0,0,1,0,0,0,0,0,0,1
319,Oddworld Adventures,Any%,Oddworld Adventures - Any%,496.0,1998,23,4,Game Boy,Platformer,,Saffire,Oddworld Inhabitants,451.95,,44.05000000000001,8.88104838709678,0,1,0,0,1,0,0,0,1,0,0,0
320,Titenic,Any%,Titenic - Any%,263.0,1998,23,8,Nintendo Entertainment System,,,,,234.28,,28.72,10.9201520912548,0,0,1,0,1,0,0,0,1,0,0,0
321,Deadly Towers,Any%,Deadly Towers - Any%,1647.0,1986,35,6,Nintendo Entertainment System,,,,,489.53,,1157.47,70.277474195507,0,1,0,0,1,0,0,0,0,0,1,0
322,Spelunky,Any%,Spelunky - Any%,,2013,8,145,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",114.03,Hourglass,,,0,0,0,1,0,0,0,1,0,0,0,0
323,Tenchu: Stealth Assassins,Any%,Tenchu: Stealth Assassins - Any%,1476.0,1998,23,5,PlayStation 2,Stealth,,Acquire,Activision,994.17,,481.83,32.6443089430894,0,1,0,0,1,0,0,0,0,0,1,0
324,Ninja Gaiden Shadow,Any%,Ninja Gaiden Shadow - Any%,765.0,1991,30,29,Game Boy Color,,,,,688.97,,76.02999999999997,9.93856209150326,0,0,0,1,0,0,1,0,0,1,0,0
325,Star Ocean,Any%,Star Ocean - Any%,8891.0,1996,25,2,Super Nintendo,,,,,6793.43,,2097.57,23.5920593858958,1,0,0,0,1,0,0,0,0,0,0,1
326,Super Smash T.V.,Any%,Super Smash T.V. - Any%,4125.0,1992,29,1,Sega Genesis,,,,,1728.68,,2396.32,58.0926060606061,1,0,0,0,1,0,0,0,0,0,0,1
327,Frogger: He's Back!,100%,Frogger: He's Back! - 100%,3582.0,1997,24,1,PlayStation 2,,,,,2875.88,,706.1199999999999,19.713009491904,1,0,0,0,1,0,0,0,0,0,0,1
328,Mega Man X5,Any%,Mega Man X5 - Any%,1243.0,2000,21,11,GameCube,,,,,998.18,PCSX,244.82000000000005,19.6958970233307,0,0,1,0,1,0,0,0,0,0,1,0
329,Spyro 2: Ripto's Rage!,Any%,Spyro 2: Ripto's Rage! - Any%,468.0,1999,22,115,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment,452.47,PSXjin,15.529999999999973,3.31837606837606,0,0,0,1,0,0,0,1,1,0,0,0
330,Metroid II: Return of Samus,Any%,Metroid II: Return of Samus - Any%,3359.0,1991,30,0,Nintendo 3DS Virtual Console,Action-adventure,,Nintendo R&D1,Nintendo,2708.42,,650.5799999999999,19.3682643643942,1,0,0,0,1,0,0,0,0,0,0,1
331,Metroid II: Return of Samus,100%,Metroid II: Return of Samus - 100%,3370.0,1991,30,4,Nintendo 3DS Virtual Console,Action-adventure,,Nintendo R&D1,Nintendo,2962.82,,407.17999999999984,12.0824925816024,0,1,0,0,1,0,0,0,0,0,0,1
332,Chrono Trigger,Any%,Chrono Trigger - Any%,8738.0,1995,26,10,Super Nintendo,JRPG,,,Squaresoft,8228.86,,509.1399999999994,5.82673380636301,0,0,1,0,1,0,0,0,0,0,0,1
333,Widget,Any%,Widget - Any%,553.0,1990,31,18,Nintendo Entertainment System,,,,,335.62,,217.38,39.3092224231465,0,0,1,0,1,0,0,0,1,0,0,0
334,Spider-Man: Return of the Sinister Six,Any%,Spider-Man: Return of the Sinister Six - Any%,367.0,1992,29,29,Nintendo Entertainment System,,,,,327.41,,39.589999999999975,10.7874659400545,0,0,0,1,0,0,1,0,1,0,0,0
335,Duke Nukem 64,Any%,Duke Nukem 64 - Any%,1099.0,1997,24,3,Nintendo 64,,,,,718.87,,380.13,34.5887170154686,1,0,0,0,1,0,0,0,0,1,0,0
336,Wrath of the Black Manta,Any%,Wrath of the Black Manta - Any%,652.0,1990,31,12,Nintendo Entertainment System,,,,,592.51,,59.49000000000001,9.12423312883436,0,0,1,0,1,0,0,0,1,0,0,0
337,Pocket Bomberman,Any%,Pocket Bomberman - Any%,613.0,1998,23,8,Game Boy Color,,,Hudson Soft,Nintendo,388.0,lsnes,225.0,36.7047308319739,0,0,1,0,1,0,0,0,1,0,0,0
338,Turok 3: Shadow of Oblivion,Any%,Turok 3: Shadow of Oblivion - Any%,2686.0,2000,21,6,Nintendo 64,,,,,2505.55,,180.44999999999985,6.71816827997021,0,1,0,0,1,0,0,0,0,0,0,1
339,Operation C,Any%,Operation C - Any%,682.457,1991,30,13,Game Boy Color,Run and Gun,,Konami,Konami,653.35,,29.10699999999997,4.26503061731361,0,0,1,0,1,0,0,0,0,1,0,0
340,Mega Man 8,Any%,Mega Man 8 - Any%,3027.0,1996,25,30,Sega Saturn,,,,,2826.23,PCSX,200.77,6.63263957713908,0,0,0,1,0,0,1,0,0,0,0,1
341,Ninja Jajamaru: Ginga Daisakusen,Any%,Ninja Jajamaru: Ginga Daisakusen - Any%,1112.0,1991,30,1,Nintendo Entertainment System,Platformer,,Jaleco,Jaleco,916.06,,195.94000000000003,17.6205035971223,1,0,0,0,1,0,0,0,0,1,0,0
342,Earthworm Jim: Special Edition,Any%,Earthworm Jim: Special Edition - Any%,2227.0,1995,26,1,PC,Platformer,,Shiny Entertainment,Interplay Productions,1727.4,,499.5999999999999,22.4337674000898,1,0,0,0,1,0,0,0,0,0,1,0
343,Back to the Future Part III,Any%,Back to the Future Part III - Any%,293.0,1991,30,2,Sega Genesis,,,Probe Software,Image Works Arena Entertainment,229.58,,63.41999999999999,21.6450511945392,1,0,0,0,1,0,0,0,1,0,0,0
344,SpongeBob SquarePants: Legend of the Lost Spatula,Any%,SpongeBob SquarePants: Legend of the Lost Spatula - Any%,736.0,2001,20,1,GameCube,,,,,357.98,,378.02,51.3614130434783,1,0,0,0,1,0,0,0,0,1,0,0
345,Kamen no Ninja: Akakage,Any%,Kamen no Ninja: Akakage - Any%,559.0,1988,33,8,Nintendo Entertainment System,,,,,484.77,,74.23000000000002,13.2790697674419,0,0,1,0,1,0,0,0,1,0,0,0
346,Psycho Waluigi,Any%,Psycho Waluigi - Any%,3233.0,2011,10,4,PC,Platformer,Multimedia Fusion,Thunder Dragon,,2863.0,Hourglass,370.0,11.4444788122487,0,1,0,0,1,0,0,0,0,0,0,1
347,Ninja Gaiden III: The Ancient Ship of Doom,Any%,Ninja Gaiden III: The Ancient Ship of Doom - Any%,747.667,1991,30,24,Nintendo Entertainment System,Platformer,,Tecmo,Tecmo,668.73,FCEUX,78.93700000000001,10.5577750522626,0,0,0,1,0,1,0,0,0,1,0,0
348,Cobra Command,Any%,Cobra Command - Any%,945.0,1988,33,1,Nintendo Entertainment System,,,,,609.33,,335.67,35.5206349206349,1,0,0,0,1,0,0,0,0,1,0,0
349,X-Men: Wolverine's Rage,Any%,X-Men: Wolverine's Rage - Any%,738.0,2002,19,1,Game Boy Color,Action,,"Digital Eclipse Software, Inc.",Activision,691.18,,46.82000000000005,6.34417344173442,1,0,0,0,1,0,0,0,0,1,0,0
350,The Magical Quest Starring Mickey Mouse,Any%,The Magical Quest Starring Mickey Mouse - Any%,904.0,1992,29,65,Super Nintendo,,,,,897.57,,6.42999999999995,0.711283185840702,0,0,0,1,0,0,0,1,0,1,0,0
351,Paladin's Quest,Any%,Paladin's Quest - Any%,13328.0,1992,29,3,Super Nintendo,,,,,7504.71,,5823.29,43.6921518607443,1,0,0,0,1,0,0,0,0,0,0,1
352,Total Recall,Any%,Total Recall - Any%,367.0,1990,31,18,Nintendo Entertainment System,,,,,286.11,,80.88999999999999,22.0408719346049,0,0,1,0,1,0,0,0,1,0,0,0
353,Jetpack,Any%,Jetpack - Any%,6149.0,1993,28,1,MS-DOS,Platformer,,Adept Software,Software Creations,1942.56,JPC-RR,4206.44,68.4085217108473,1,0,0,0,1,0,0,0,0,0,0,1
354,Winx Club,Any%,Winx Club - Any%,1960.0,2005,16,12,Game Boy Advance,,,,,1586.99,,373.01,19.0311224489796,0,0,1,0,1,0,0,0,0,0,1,0
355,Metal Warriors,Any%,Metal Warriors - Any%,1164.0,1995,26,5,Super Nintendo,,,,,887.25,Bizhawk,276.75,23.7757731958763,0,1,0,0,1,0,0,0,0,1,0,0
356,Toobin',Any%,Toobin' - Any%,477.0,1989,32,6,Nintendo Entertainment System,,,Atari,Tengen,447.58,,29.420000000000016,6.16771488469602,0,1,0,0,1,0,0,0,1,0,0,0
357,Frogger's Adventures: The Rescue,Any%,Frogger's Adventures: The Rescue - Any%,4596.0,2003,18,3,GameCube,Action,Renderware,Konami Computer Entertainment Hawaii,Konami,4291.48,,304.52000000000044,6.62576153176676,1,0,0,0,1,0,0,0,0,0,0,1
358,Vampire Killer,Any%,Vampire Killer - Any%,1020.0,1986,35,1,MSX2,Platformer,,Konami,Konami,947.75,,72.25,7.08333333333333,1,0,0,0,1,0,0,0,0,1,0,0
359,Mega Man 3,Any%,Mega Man 3 - Any%,2019.0,1990,31,130,Nintendo Entertainment System,,,Capcom,Capcom,1821.08,FCEUX,197.92000000000007,9.80287270926202,0,0,0,1,0,0,0,1,0,0,1,0
360,Tiny Toon Adventures 2: Trouble in Wackyland,Any%,Tiny Toon Adventures 2: Trouble in Wackyland - Any%,809.0,1992,29,5,Nintendo Entertainment System,,,Konami,Konami,793.11,,15.889999999999986,1.96415327564895,0,1,0,0,1,0,0,0,0,1,0,0
361,Defender of the Crown,Any%,Defender of the Crown - Any%,137.72,1989,32,27,Nintendo Entertainment System,,,,,106.31,,31.41,22.8071449317456,0,0,0,1,0,1,0,0,1,0,0,0
362,Speedy Gonzales: Los Gatos Bandidos,Any%,Speedy Gonzales: Los Gatos Bandidos - Any%,1385.0,1995,26,3,Super Nintendo,,,,,1362.87,,22.13000000000011,1.59783393501806,1,0,0,0,1,0,0,0,0,0,1,0
363,Mystery Quest,Any%,Mystery Quest - Any%,1044.0,1987,34,3,Nintendo Entertainment System,Platforming,,Carry Lab,Taxan,866.09,,177.90999999999997,17.0411877394636,1,0,0,0,1,0,0,0,0,1,0,0
364,Iron Tank: The Invasion of Normandy,Any%,Iron Tank: The Invasion of Normandy - Any%,921.0,1988,33,8,Nintendo Entertainment System,,,,,707.47,,213.53,23.1845819761129,0,0,1,0,1,0,0,0,0,1,0,0
365,Donkey Kong Land,100%,Donkey Kong Land - 100%,2432.0,1995,26,3,Game Boy Color,,,,,2112.91,,319.09000000000015,13.1204769736842,1,0,0,0,1,0,0,0,0,0,0,1
366,Moon Crystal,Any%,Moon Crystal - Any%,537.0,1992,29,24,Nintendo Entertainment System,,,Hect,Hect,499.05,FCEUX,37.94999999999999,7.06703910614525,0,0,0,1,0,1,0,0,1,0,0,0
367,Wario Land II,Any%,Wario Land II - Any%,436.0,1999,22,53,Game Boy Color,,,,,392.68,,43.31999999999999,9.93577981651376,0,0,0,1,0,0,0,1,1,0,0,0
368,Wario Land II,100%,Wario Land II - 100%,8774.0,1999,22,4,Game Boy Color,,,,,6696.1,,2077.9,23.6824709368589,0,1,0,0,1,0,0,0,0,0,0,1
369,Finding Nemo,Any%,Finding Nemo - Any%,3585.0,2003,18,5,GameCube,,,,,1067.83,,2517.17,70.2139470013947,0,1,0,0,1,0,0,0,0,0,0,1
370,Metal Max,Any%,Metal Max - Any%,2674.0,1991,30,2,Nintendo Entertainment System,,,,,1456.57,,1217.43,45.5284218399402,1,0,0,0,1,0,0,0,0,0,0,1
371,Yoshi's Safari,Any%,Yoshi's Safari - Any%,2219.0,1993,28,11,Super Nintendo,,,,,1902.12,,316.8800000000001,14.2803064443443,0,0,1,0,1,0,0,0,0,0,1,0
372,Croc 2,Any%,Croc 2 - Any%,1139.0,1999,22,10,Game Boy Color,Platformer,,Argonaut Software,Fox Interactive,1104.0,,2604.0,70.2265372168285,0,0,1,0,1,0,0,0,0,1,0,0
373,Sweet Home,Any%,Sweet Home - Any%,3656.0,1989,32,3,Nintendo Entertainment System,,,,,2405.09,,1250.91,34.2152625820569,1,0,0,0,1,0,0,0,0,0,0,1
374,Bomberman 64,100%,Bomberman 64 - 100%,5049.0,1997,24,5,Nintendo 64,,,,,3696.02,Mupen64,1352.98,26.7969895028719,0,1,0,0,1,0,0,0,0,0,0,1
375,Driar,Any%,Driar - Any%,357.0,2012,9,5,Nintendo Entertainment System,,,,,314.45,,42.55000000000001,11.9187675070028,0,1,0,0,1,0,0,0,1,0,0,0
